orf_name,hours,N,cs_mean,cs_median,cs_std,p
"BFC1000",0,3,0.0430783837481761,0.0454545454545455,0.00666060299039074,0.00328947368421053
"BFC1001",0,8,0.0806043499971344,0.0756758598948615,0.0171501395155498,0.00328947368421053
"BFC1002",0,7,0.113677368709826,0.111428571428571,0.00869095875857662,0.00328947368421053
"BFC1003",0,8,0.145692969912864,0.14547929328722,0.026760639735056,0.00328947368421053
"BFC1004",0,7,0.154767892251967,0.157026022304833,0.0155275946629403,0.00328947368421053
"BFC1005",0,8,0.159037055951499,0.161708841918193,0.012459358528663,0.00328947368421053
"BFC1006",0,8,0.163378743204623,0.160115820810406,0.0154259172788706,0.00328947368421053
"BFC1007",0,7,0.151754657726419,0.156484458735263,0.00883557059240242,0.00328947368421053
"BFC1008",0,8,0.170363835284363,0.163432677238558,0.019205628337621,0.00328947368421053
"BFC1009",0,8,0.160506561426995,0.155942421182486,0.0225898639817997,0.00328947368421053
"BFC101",0,8,0.105180015236382,0.101562255408409,0.013442821458326,0.00328947368421053
"BFC1010",0,8,0.152376808399824,0.15173008953007,0.0222827590811654,0.00328947368421053
"BFC1011",0,8,0.156737156221814,0.159598238403326,0.0119226917925691,0.00328947368421053
"BFC1012",0,8,0.164953497008391,0.168318566509815,0.0109384131425059,0.00328947368421053
"BFC1013",0,8,0.187128648182641,0.183889753057033,0.024607729243573,0.00328947368421053
"BFC1016",0,5,0.0496909002923936,0.048,0.0051539399664857,0.00328947368421053
"BFC1017",0,6,0.0681047010300781,0.0696586380176746,0.0224750862187685,0.00328947368421053
"BFC1018",0,8,0.0960205412583003,0.102886843013521,0.0180744278901864,0.00328947368421053
"BFC1019",0,7,0.133202834205698,0.128443255155045,0.0119326674968436,0.00328947368421053
"BFC102",0,8,0.100285317453193,0.101623544154504,0.0129990019612856,0.00328947368421053
"BFC1020",0,8,0.141813802604507,0.141726905623511,0.0171921448614233,0.00328947368421053
"BFC1021",0,8,0.154213785167634,0.155502392344498,0.0117801811287282,0.00328947368421053
"BFC1022",0,8,0.153540216771037,0.157765273726867,0.0186481044313554,0.00328947368421053
"BFC1023",0,8,0.14823234740977,0.15323668779056,0.0134517147041641,0.00328947368421053
"BFC1024",0,7,0.155524431489793,0.157739846968805,0.0105378639452726,0.00328947368421053
"BFC1025",0,8,0.15544766380565,0.154286838120976,0.0130915484588541,0.00328947368421053
"BFC1026",0,8,0.138355431548318,0.138974536773599,0.0125175269906171,0.00328947368421053
"BFC1027",0,6,0.135545071266661,0.134347158218126,0.00615459127955586,0.00328947368421053
"BFC1028",0,8,0.151840236847947,0.149793350137149,0.0103936748641881,0.00328947368421053
"BFC1029",0,8,0.173614505548782,0.165854336049654,0.0295334899251525,0.00328947368421053
"BFC103",0,8,0.106464000044947,0.107848280751507,0.00929993568327648,0.00328947368421053
"BFC1032",0,2,0.0434014703245472,0.0434014703245472,0.00138200895014046,0.00328947368421053
"BFC1033",0,5,0.0586590500552067,0.0537482319660538,0.0293503135420575,0.00328947368421053
"BFC1034",0,7,0.0995997206787661,0.0997375328083989,0.0115261517815145,0.00328947368421053
"BFC1035",0,8,0.108196861637083,0.10589745551755,0.0234032198624916,0.00328947368421053
"BFC1036",0,7,0.136890814169733,0.139963167587477,0.0141453530098141,0.00328947368421053
"BFC1037",0,8,0.137349982160927,0.144797015837921,0.0270286588256284,0.00328947368421053
"BFC1038",0,8,0.136158448460183,0.14116434720443,0.0199768532605573,0.00328947368421053
"BFC1039",0,8,0.142291595584358,0.14658917511893,0.0154245431402172,0.00328947368421053
"BFC104",0,8,0.105646212999697,0.107377911704214,0.010181600748104,0.00328947368421053
"BFC1040",0,8,0.140680292463652,0.142679178839297,0.0142673767624726,0.00328947368421053
"BFC1041",0,8,0.14058247642424,0.143103495498464,0.0118987394816243,0.00328947368421053
"BFC1042",0,8,0.137209034085646,0.135572882185314,0.0295632849754413,0.00328947368421053
"BFC1043",0,8,0.135192682032872,0.137922614494332,0.0230229080342442,0.00328947368421053
"BFC1044",0,8,0.144632863202089,0.146536528852783,0.0176830196790295,0.00328947368421053
"BFC1045",0,7,0.161737436461862,0.164452877925364,0.0155407047214665,0.00328947368421053
"BFC1048",0,2,0.0606839203961506,0.0606839203961506,0.0207051541833004,0.00328947368421053
"BFC1049",0,5,0.0583082405818024,0.0463847203274216,0.0240983489255585,0.00328947368421053
"BFC105",0,8,0.107919676632709,0.109911936077739,0.0147492676020114,0.00328947368421053
"BFC1050",0,7,0.0616305987292183,0.0586734693877551,0.0167307365452519,0.00328947368421053
"BFC1051",0,8,0.090156354107158,0.0820536602157118,0.0240176549144998,0.00328947368421053
"BFC1052",0,7,0.116844776014743,0.108465608465608,0.0194070438639738,0.00328947368421053
"BFC1053",0,7,0.127613495659813,0.128140703517588,0.0222272437352782,0.00328947368421053
"BFC1054",0,8,0.120019813366697,0.119730223266078,0.015769968676412,0.00328947368421053
"BFC1055",0,7,0.138704072458186,0.136246786632391,0.0120561747040243,0.00328947368421053
"BFC1056",0,8,0.13476619068809,0.136980887994967,0.0161462579377398,0.00328947368421053
"BFC1057",0,7,0.123051135688465,0.122854561878952,0.0089406057380626,0.00328947368421053
"BFC1058",0,8,0.113294875869339,0.108687128802258,0.0149372714484873,0.00328947368421053
"BFC1059",0,8,0.135131079463874,0.133915775548451,0.0169727049433274,0.00328947368421053
"BFC106",0,7,0.106327000322413,0.105466237942122,0.0232649179898989,0.00328947368421053
"BFC1060",0,6,0.143306743093751,0.147533018903182,0.0115397200397155,0.00328947368421053
"BFC1061",0,8,0.151813629286912,0.157875098193244,0.0196886320319977,0.00328947368421053
"BFC1064",0,1,0.0382897255902999,0.0382897255902999,0,0.00328947368421053
"BFC1065",0,3,0.0488428725244752,0.0455764075067024,0.00888834622204514,0.00328947368421053
"BFC1066",0,5,0.0550133229024531,0.0575719649561952,0.0153153900432369,0.00328947368421053
"BFC1067",0,5,0.0809980972015776,0.0882352941176471,0.0231110016469929,0.00328947368421053
"BFC1068",0,8,0.0978653296181866,0.1017595936833,0.0259926746980779,0.00328947368421053
"BFC1069",0,8,0.0892875108549977,0.0861577702904483,0.019294015667782,0.00328947368421053
"BFC107",0,8,0.111751356615442,0.121445027222003,0.0266162223554979,0.00328947368421053
"BFC1070",0,8,0.101142562818231,0.0994509253304569,0.0185667106433272,0.00328947368421053
"BFC1071",0,8,0.104102104959112,0.100926381064015,0.0178262732375208,0.00328947368421053
"BFC1072",0,8,0.102419786276956,0.104760766193194,0.0158723485410798,0.00328947368421053
"BFC1073",0,8,0.100148397178422,0.101253482154892,0.0160292953139496,0.00328947368421053
"BFC1074",0,8,0.112195448846187,0.108404328726319,0.0210984433303513,0.00328947368421053
"BFC1075",0,8,0.114218274904753,0.115313600603815,0.0312709617494122,0.00328947368421053
"BFC1076",0,7,0.155524165339478,0.162692847124825,0.0181088951240705,0.00328947368421053
"BFC1077",0,7,0.151881658630381,0.152631578947368,0.0254045895303194,0.00328947368421053
"BFC108",0,8,0.134463192551318,0.138731244619499,0.0246411566221659,0.00328947368421053
"BFC1080",0,1,0.0372340425531915,0.0372340425531915,0,0.00328947368421053
"BFC1082",0,4,0.0559032399377261,0.0545681999621409,0.0276791165799963,0.00328947368421053
"BFC1083",0,4,0.0787008602449785,0.0810584069338933,0.0256456758450637,0.00328947368421053
"BFC1084",0,7,0.0744757454926759,0.0804289544235925,0.0285845133351335,0.00328947368421053
"BFC1085",0,8,0.0755744615052784,0.0678845492709421,0.0325737420032356,0.00328947368421053
"BFC1086",0,7,0.0906646128825146,0.0755176613885506,0.031516255260763,0.00328947368421053
"BFC1087",0,8,0.0774536034296906,0.0769784216949612,0.0246002227659353,0.00328947368421053
"BFC1088",0,6,0.0928390975153418,0.0962354413144676,0.0154649959153518,0.00328947368421053
"BFC1089",0,7,0.102513893186541,0.102633355840648,0.0125844911465678,0.00328947368421053
"BFC109",0,8,0.146576522906111,0.140040116394045,0.0266057610973245,0.00328947368421053
"BFC1090",0,8,0.100767059269701,0.0956410206955079,0.0212737976747997,0.00328947368421053
"BFC1091",0,7,0.124978397458965,0.119610570236439,0.0173831975001549,0.00328947368421053
"BFC1092",0,8,0.128167084019031,0.131261307100859,0.0170461053584727,0.00328947368421053
"BFC1093",0,8,0.147632248678556,0.151843779905977,0.0436599953853449,0.00328947368421053
"BFC1097",0,2,0.0350801469528098,0.0350801469528098,0.00722294714900436,0.00328947368421053
"BFC1098",0,2,0.0603795284646348,0.0603795284646348,0.0101654223862356,0.00328947368421053
"BFC1099",0,2,0.0846695447302837,0.0846695447302837,0.0147682653941588,0.00328947368421053
"BFC110",0,8,0.166912665966142,0.175375923613473,0.0296667997294503,0.00328947368421053
"BFC1100",0,4,0.0883240224108619,0.0840406683034211,0.0330101539862731,0.00328947368421053
"BFC1101",0,5,0.0905689785760678,0.10025706940874,0.0302294958471288,0.00328947368421053
"BFC1102",0,5,0.0651712139715661,0.0664112388250319,0.031916697779081,0.00328947368421053
"BFC1103",0,7,0.073890370688311,0.0715990453460621,0.0319758688066021,0.00328947368421053
"BFC1104",0,7,0.0810103828662119,0.0706455542021924,0.0358871472514953,0.00328947368421053
"BFC1105",0,8,0.0931574005522723,0.0861253096522545,0.0314748853925924,0.00328947368421053
